Charger ID;Charger Status;ChargingStationId;OperatorID;OperatorName;IsOpen24Hours;Accessibility;GeoCoordinates;address_country;address_canton;address_region;address_city;address_postalcode;address_street;address_timezone;address_floor;Plugs;PaymentOptions;MaxCapacity;ChargingFacilities (Power);AuthenticationModes;DynamicInfoAvailable;ValueAddedServices;IsHubjectCompatible;lastUpdate;ClearinghouseID;HubOperatorID;AdditionalInfo;deltaType;ChargingPoolID;OpeningTimes;GeoChargingPointEntrance;AccessibilityLocation;CalibrationLawDataAvailability;ChargingStationNames;HotlinePhoneNumber;RenewableEnergy;ChargingStationLocationReference;EnergySource;EnvironmentalImpact;LocationImage;SuboperatorName;DynamicPowerLevel;HardwareManufacturer
CH*CCI*E20495;Available;CH*CCI*E20495;CH*CCC;Move;1;Paying publicly accessible;47.443117, 9.414715;CHE;St. Gallen;;St. Gallen;9016;Rorschacher Strasse 284;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Auto Zollikofer, St.Gallen""}, {""lang"": ""fr"", ""value"": ""Auto Zollikofer, St.Gallen""}, {""lang"": ""de"", ""value"": ""Auto Zollikofer, St.Gallen""}, {""lang"": ""it"", ""value"": ""Auto Zollikofer, St.Gallen""}]";+41800292929;0;;;;;;;
CH*CCI*E20493;Available;CH*CCI*E20493;CH*CCC;Move;1;Paying publicly accessible;47.442761, 9.413105;CHE;St. Gallen;;St. Gallen;9016;Zilstrasse 79;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Zil-Garage, St.Gallen""}, {""lang"": ""fr"", ""value"": ""Zil-Garage, St.Gallen""}, {""lang"": ""de"", ""value"": ""Zil-Garage, St.Gallen""}, {""lang"": ""it"", ""value"": ""Zil-Garage, St.Gallen""}]";+41800292929;0;;;;;;;
CH*CCI*E20497;Available;CH*CCI*E20497;CH*CCC;Move;1;Paying publicly accessible;47.466005, 9.050401;CHE;St. Gallen;;Wil (SG);9500;Tonhallestrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Viehmarktplatz Wil""}, {""lang"": ""fr"", ""value"": ""Viehmarktplatz Wil""}, {""lang"": ""de"", ""value"": ""Viehmarktplatz Wil""}, {""lang"": ""it"", ""value"": ""Viehmarktplatz Wil""}]";+41800292929;0;;;;;;;
CH*CCI*E20483;Available;CH*CCI*E20483;CH*CCC;Move;1;Paying publicly accessible;47.411487, 9.339593;CHE;St. Gallen;;St. Gallen;9014;Fürstenlandstrasse 122;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""St. Galler Tagblatt, St.Gallen""}, {""lang"": ""fr"", ""value"": ""St. Galler Tagblatt, St.Gallen""}, {""lang"": ""de"", ""value"": ""St. Galler Tagblatt, St.Gallen""}, {""lang"": ""it"", ""value"": ""St. Galler Tagblatt, St.Gallen""}]";+41800292929;0;;;;;;;
CH*CCI*E20473;Available;CH*CCI*E20473;CH*CCC;Move;1;Paying publicly accessible;47.503101, 9.442078;CHE;St. Gallen;;Steinach;9323;Schulstrasse 2;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Bäckerei Füger, Steinach""}, {""lang"": ""fr"", ""value"": ""Bäckerei Füger, Steinach""}, {""lang"": ""de"", ""value"": ""Bäckerei Füger, Steinach""}, {""lang"": ""it"", ""value"": ""Bäckerei Füger, Steinach""}]";+41800292929;0;;;;;;;
CH*CCI*E22244;Unknown;CH*CCI*E22244;CH*CCC;Move;1;Paying publicly accessible;47.04682, 9.4496;CHE;St. Gallen;;Sargans;7320;Langgrabenstrasse 20;;;CCS Combo 2 Plug (Cable Attached);;;100.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Langgrabenstrasse""}, {""lang"": ""fr"", ""value"": ""MOVE - Langgrabenstrasse""}, {""lang"": ""de"", ""value"": ""MOVE - Langgrabenstrasse""}, {""lang"": ""it"", ""value"": ""MOVE - Langgrabenstrasse""}]";+41800292929;0;;;;;;;
CH*CCI*E22242;Unknown;CH*CCI*E22242;CH*CCC;Move;1;Paying publicly accessible;47.04682, 9.4496;CHE;St. Gallen;;Sargans;7320;Langgrabenstrasse 20;;;CCS Combo 2 Plug (Cable Attached);;;100.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Langgrabenstrasse""}, {""lang"": ""fr"", ""value"": ""MOVE - Langgrabenstrasse""}, {""lang"": ""de"", ""value"": ""MOVE - Langgrabenstrasse""}, {""lang"": ""it"", ""value"": ""MOVE - Langgrabenstrasse""}]";+41800292929;0;;;;;;;
CH*CCI*E20802;Available;CH*CCI*E20802;CH*CCC;Move;1;Paying publicly accessible;47.205404, 9.442111;CHE;St. Gallen;;Gams;9473;Gasenzenstrasse 16;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Löwenplatz""}, {""lang"": ""fr"", ""value"": ""Löwenplatz""}, {""lang"": ""de"", ""value"": ""Löwenplatz""}, {""lang"": ""it"", ""value"": ""Löwenplatz""}]";+41800292929;0;;;;;;;
CH*CCI*E21213;Available;CH*CCI*E21213;CH*CCC;Move;1;Paying publicly accessible;47.42245, 9.374;CHE;St. Gallen;;St. Gallen;9000;Gartenstrasse 8;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Parkhaus Gartenstrasse 8""}, {""lang"": ""fr"", ""value"": ""MOVE - Parkhaus Gartenstrasse 8""}, {""lang"": ""de"", ""value"": ""MOVE - Parkhaus Gartenstrasse 8""}, {""lang"": ""it"", ""value"": ""MOVE - Parkhaus Gartenstrasse 8""}]";+41800292929;0;;;;;;;
CH*CCC*E50562;Available;CH*CCC*E50562;CH*CCC;Move;1;Paying publicly accessible;47.412876, 9.186627;CHE;St. Gallen;;Flawil;9230;Magdenauerstrasse;;;CHAdeMO;;;20.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Marktplatz Flawil""}, {""lang"": ""fr"", ""value"": ""MOVE - Marktplatz Flawil""}, {""lang"": ""de"", ""value"": ""MOVE - Marktplatz Flawil""}, {""lang"": ""it"", ""value"": ""MOVE - Marktplatz Flawil""}]";+41800292929;0;;;;;;;
CH*CCI*E21230;Available;CH*CCI*E21230;CH*CCC;Move;1;Paying publicly accessible;47.48012, 9.53425;CHE;St. Gallen;;Thal;9422;Poststrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE-Parkplatz Bahnhof Staad""}, {""lang"": ""fr"", ""value"": ""MOVE-Parkplatz Bahnhof Staad""}, {""lang"": ""de"", ""value"": ""MOVE-Parkplatz Bahnhof Staad""}, {""lang"": ""it"", ""value"": ""MOVE-Parkplatz Bahnhof Staad""}]";+41800292929;0;;;;;;;
CH*CCI*E21231;Available;CH*CCI*E21231;CH*CCC;Move;1;Paying publicly accessible;47.47493, 9.46645;CHE;St. Gallen;;Goldach;9403;Blumenstrasse 2;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Im Zentrum Goldach""}, {""lang"": ""fr"", ""value"": ""MOVE - Im Zentrum Goldach""}, {""lang"": ""de"", ""value"": ""MOVE - Im Zentrum Goldach""}, {""lang"": ""it"", ""value"": ""MOVE - Im Zentrum Goldach""}]";+41800292929;0;;;;;;;
CH*CCI*E22144;Occupied;CH*CCI*E22144;CH*CCC;Move;1;Paying publicly accessible;47.413193, 9.165126;CHE;St. Gallen;;Flawil;9230;Toggenburgerstrasse 41;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Maestrani Flawil""}, {""lang"": ""fr"", ""value"": ""MOVE - Maestrani Flawil""}, {""lang"": ""de"", ""value"": ""MOVE - Maestrani Flawil""}, {""lang"": ""it"", ""value"": ""MOVE - Maestrani Flawil""}]";+41800292929;0;;;;;;;
CH*CCI*E22146;Available;CH*CCI*E22146;CH*CCC;Move;1;Paying publicly accessible;47.411857, 9.193646;CHE;St. Gallen;;Flawil;9230;Lindenstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Lindensaal Flawil""}, {""lang"": ""fr"", ""value"": ""MOVE - Lindensaal Flawil""}, {""lang"": ""de"", ""value"": ""MOVE - Lindensaal Flawil""}, {""lang"": ""it"", ""value"": ""MOVE - Lindensaal Flawil""}]";+41800292929;0;;;;;;;
CH*CCI*E21270;Available;CH*CCI*E21270;CH*CCC;Move;1;Paying publicly accessible;47.46531, 9.56764;CHE;St. Gallen;;Thal;9425;Tobelmülistrasse 2;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE-Hengetenplatz Thal""}, {""lang"": ""fr"", ""value"": ""MOVE-Hengetenplatz Thal""}, {""lang"": ""de"", ""value"": ""MOVE-Hengetenplatz Thal""}, {""lang"": ""it"", ""value"": ""MOVE-Hengetenplatz Thal""}]";+41800292929;0;;;;;;;
CH*ECUEFV4TSXCZRWKX75ZTLU7PY4L342;Available;CH*ECUEFV4TSXCZRWKX75ZTLU7PY4L342;CH*ECU;eCarUp;1;Free publicly accessible;47.421426, 9.068025;CHE;St. Gallen;;Kirchberg (SG);9602;Neue Industriestrasse 81;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""rwt""}, {""lang"": ""de"", ""value"": ""rwt""}]";+41415101717;0;;;;;;0;
CH*ECUEF7ACXHAES8ZJF3LR4JELGJPMLS;Available;CH*ECUEF7ACXHAES8ZJF3LR4JELGJPMLS;CH*ECU;eCarUp;1;Free publicly accessible;47.422119, 9.36592;CHE;St. Gallen;;St. Gallen;9000;Lagerstrasse 16;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Neff Electro Ladestation SG""}, {""lang"": ""de"", ""value"": ""Neff Electro Ladestation SG""}]";+41415101717;0;;;;;;0;
CH*ECUEJ2QACNGY7AGJMT357H8GAXWVLZ;OutOfService;CH*ECUEJ2QACNGY7AGJMT357H8GAXWVLZ;CH*ECU;eCarUp;1;Free publicly accessible;47.298551, 9.550738;CHE;St. Gallen;;Rüthi (SG);9464;Widenstrasse 2;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""0026067""}, {""lang"": ""de"", ""value"": ""0026067""}]";+41415101717;0;;;;;;0;
CH*ECUELDD2UBM8WYDHK484FGMBDXTFNX;Available;CH*ECUELDD2UBM8WYDHK484FGMBDXTFNX;CH*ECU;eCarUp;1;Free publicly accessible;47.439944, 9.39719;CHE;St. Gallen;;St. Gallen;9001;Lukasstrasse 30;;;Type 2 Outlet;Direct;0;;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""PP Konzept""}, {""lang"": ""de"", ""value"": ""PP Konzept""}]";+41415101717;0;;;;;;0;
CH*ECUEUCL7Q6ST8UV9TLPB27EC7WJFJ2;Available;CH*ECUEUCL7Q6ST8UV9TLPB27EC7WJFJ2;CH*ECU;eCarUp;1;Free publicly accessible;47.477054, 9.494816;CHE;St. Gallen;;Rorschach;9400;Kirchstrasse 9;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Tiefgarage Stadthof Parkplatz 2""}, {""lang"": ""de"", ""value"": ""Tiefgarage Stadthof Parkplatz 2""}]";+41415101717;0;;;;;;0;
CH*ECUEXLPZR3XFTBEGZYGCZWHT3G7JPX;Available;CH*ECUEXLPZR3XFTBEGZYGCZWHT3G7JPX;CH*ECU;eCarUp;1;Free publicly accessible;47.249823, 9.164267;CHE;St. Gallen;;Ebnat-Kappel;9643;Trempel 2324;;;Type 2 Outlet;Direct;0;23.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Wärterhaus Kraftwerk Trempel AG""}, {""lang"": ""de"", ""value"": ""Wärterhaus Kraftwerk Trempel AG""}]";+41415101717;0;;;;;;0;
CH*ECUEGENQPP3CDBTVDJ8RYDMTF2GJCS;Occupied;CH*ECUEGENQPP3CDBTVDJ8RYDMTF2GJCS;CH*ECU;eCarUp;1;Free publicly accessible;47.226259, 8.947392;CHE;St. Gallen;;Schmerikon;8716;Hauptstrasse 81;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Ladestation rechts EW Schmerikon AG""}, {""lang"": ""de"", ""value"": ""Ladestation rechts EW Schmerikon AG""}]";+41415101717;0;;;;;;0;
CH*ECUEEYJUVNTPPHNWBG35VMCR7Z3LR3;Available;CH*ECUEEYJUVNTPPHNWBG35VMCR7Z3LR3;CH*ECU;eCarUp;1;Free publicly accessible;47.440427, 9.13629;CHE;St. Gallen;;Uzwil;9240;Bahnhofstrasse 107;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Hotel Schäfli 1""}, {""lang"": ""de"", ""value"": ""Hotel Schäfli 1""}]";+41415101717;0;;;;;;0;
CH*ECUE2HYU9LLTUJGNYWY5KFAG7DQZWW;Available;CH*ECUE2HYU9LLTUJGNYWY5KFAG7DQZWW;CH*ECU;eCarUp;1;Free publicly accessible;47.374432, 9.199394;CHE;St. Gallen;;Degersheim;9113;Kirchweg 2;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""R+P Elektro Links NR. 2""}, {""lang"": ""de"", ""value"": ""R+P Elektro Links NR. 2""}]";+41415101717;0;;;;;;0;
CH*ECUE2PPJWJL7N2SFAM2KVG73M6DDQQ;Available;CH*ECUE2PPJWJL7N2SFAM2KVG73M6DDQQ;CH*ECU;eCarUp;1;Free publicly accessible;47.090108, 9.343653;CHE;St. Gallen;;Flums;8890;Marktstrasse 25;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Gemeinde Flums""}, {""lang"": ""de"", ""value"": ""Gemeinde Flums""}]";+41415101717;0;;;;;;0;
CH*ECUEA5THXGMVTF2J98Z6TCG87QVJ5S;Available;CH*ECUEA5THXGMVTF2J98Z6TCG87QVJ5S;CH*ECU;eCarUp;1;Free publicly accessible;47.419545, 9.1808;CHE;St. Gallen;;Flawil;9230;Meierseggstrasse 40;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Ladestation 16""}, {""lang"": ""de"", ""value"": ""Ladestation 16""}]";+41415101717;0;;;;;;0;
CH*ECUEFCLTD8FGAESYJGJ9RV6ND89AKZ;Available;CH*ECUEFCLTD8FGAESYJGJ9RV6ND89AKZ;CH*ECU;eCarUp;1;Free publicly accessible;47.483509, 9.47476;CHE;St. Gallen;;Goldach;9403;Rietlistrasse 3;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Computechnic rechts""}, {""lang"": ""de"", ""value"": ""Computechnic rechts""}]";+41415101717;0;;;;;;0;
CH*ECUENNBXG4P4MGLKYTLS62MHJR7RMW;OutOfService;CH*ECUENNBXG4P4MGLKYTLS62MHJR7RMW;CH*ECU;eCarUp;1;Free publicly accessible;47.011463, 9.505484;CHE;St. Gallen;;Bad Ragaz;7310;Elestastrasse 10;;;Type 2 Outlet;Direct;0;;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""23004396 - KEBA""}, {""lang"": ""de"", ""value"": ""23004396 - KEBA""}]";+41415101717;0;;;;;;0;
CH*ECUER5WN46V836F2WNPZ9QD5D3XBVW;Available;CH*ECUER5WN46V836F2WNPZ9QD5D3XBVW;CH*ECU;eCarUp;1;Free publicly accessible;47.478651, 9.506473;CHE;St. Gallen;;Rorschach;9400;Churerstrasse 10;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""UG1 PP 17""}, {""lang"": ""de"", ""value"": ""UG1 PP 17""}]";+41415101717;0;;;;;;0;
CH*ECUECHYG2TMRPWS4YRZKHGSP34GD72;Available;CH*ECUECHYG2TMRPWS4YRZKHGSP34GD72;CH*ECU;eCarUp;1;Free publicly accessible;47.123113, 9.487872;CHE;St. Gallen;;Sevelen;9475;Gonzenstrasse 7;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""RIGA Sevelen - 10239368""}, {""lang"": ""de"", ""value"": ""RIGA Sevelen - 10239368""}]";+41415101717;0;;;;;;0;
CH*ECUEUW79R3BULAD6RNQ3VACXEYSAYS;Available;CH*ECUEUW79R3BULAD6RNQ3VACXEYSAYS;CH*ECU;eCarUp;1;Free publicly accessible;47.451921, 9.053147;CHE;St. Gallen;;Wil (SG);9500;Flawilerstrasse 23;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Sepp Fässler BMW ABB West""}, {""lang"": ""de"", ""value"": ""Sepp Fässler BMW ABB West""}]";+41415101717;0;;;;;;0;
CH*ECUER8GXV87B4J4ZW9XUKARWLRXJWS;Available;CH*ECUER8GXV87B4J4ZW9XUKARWLRXJWS;CH*ECU;eCarUp;1;Free publicly accessible;47.452021, 9.053497;CHE;St. Gallen;;Wil (SG);9500;Flawilerstrasse 23;;;CCS Combo 2 Plug (Cable Attached);Direct;0;184.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Sepp Fässler (Wil) AG / ABB DC 180kw""}, {""lang"": ""de"", ""value"": ""Sepp Fässler (Wil) AG / ABB DC 180kw""}]";+41415101717;0;;;;;;0;
CH*ECUEX7AZKZ89KTJK85FB5553WDQPLA;Occupied;CH*ECUEX7AZKZ89KTJK85FB5553WDQPLA;CH*ECU;eCarUp;1;Free publicly accessible;47.215508, 9.022127;CHE;St. Gallen;;Kaltbrunn;8722;Lohren 3A;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""PP 22-23 /Zendeli / ZPR129825""}, {""lang"": ""de"", ""value"": ""PP 22-23 /Zendeli / ZPR129825""}]";+41415101717;0;;;;;;0;
CH*ECUEX4K7F96JF5MS9CZCXK66N2L7KS;Available;CH*ECUEX4K7F96JF5MS9CZCXK66N2L7KS;CH*ECU;eCarUp;1;Free publicly accessible;47.336409, 9.131293;CHE;St. Gallen;;Neckertal;9125;Ebnetstrasse 10;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Elektro_Lieberherr_AG_Ost""}, {""lang"": ""de"", ""value"": ""Elektro_Lieberherr_AG_Ost""}]";+41415101717;0;;;;;;0;
CH*ECUEA4TXGFDN3E5L8QYETF8668NAG3;Available;CH*ECUEA4TXGFDN3E5L8QYETF8668NAG3;CH*ECU;eCarUp;1;Free publicly accessible;47.013917, 9.502374;CHE;St. Gallen;;Bad Ragaz;7310;Heuteilstrasse 20;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""HW Baby Center AG / PP Rechts""}, {""lang"": ""de"", ""value"": ""HW Baby Center AG / PP Rechts""}]";+41415101717;0;;;;;;0;
CH*ECUE32E8J9TPN6CYYYR9SQF9J6XSGX;Available;CH*ECUE32E8J9TPN6CYYYR9SQF9J6XSGX;CH*ECU;eCarUp;1;Free publicly accessible;47.498023, 9.560291;CHE;St. Gallen;;Thal;9423;Rheinhofstrasse 44;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Marina PP 4.1""}, {""lang"": ""de"", ""value"": ""Marina PP 4.1""}]";+41415101717;0;;;;;;0;
CH*ECUE4UP6PM4G234PDF5E9A99CMAK3X;Available;CH*ECUE4UP6PM4G234PDF5E9A99CMAK3X;CH*ECU;eCarUp;1;Free publicly accessible;47.40869, 9.310732;CHE;St. Gallen;;St. Gallen;9015;Breitfeldstrasse 10;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Baumann Electro AG""}, {""lang"": ""de"", ""value"": ""Baumann Electro AG""}]";+41415101717;0;;;;;;0;
CH*ECUE4BDVG7R2HUFVFJBLFGMEPMK63S;Available;CH*ECUE4BDVG7R2HUFVFJBLFGMEPMK63S;CH*ECU;eCarUp;1;Free publicly accessible;47.411384, 9.273355;CHE;St. Gallen;;Gossau (SG);9200;Lagerstrasse 4;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Auto AG Truck Gossau Grube""}, {""lang"": ""de"", ""value"": ""Auto AG Truck Gossau Grube""}]";+41415101717;0;;;;;;0;
CH*ECUET69P3GJFKUB2TRZWSBTXS2R5DS;Available;CH*ECUET69P3GJFKUB2TRZWSBTXS2R5DS;CH*ECU;eCarUp;1;Free publicly accessible;47.419589, 9.180757;CHE;St. Gallen;;Flawil;9230;Meierseggstrasse 40;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Ladestation 18""}, {""lang"": ""de"", ""value"": ""Ladestation 18""}]";+41415101717;0;;;;;;0;
CH*ECUEQ6FDNFHRSM9LW2NFG88CKTCKB3;Available;CH*ECUEQ6FDNFHRSM9LW2NFG88CKTCKB3;CH*ECU;eCarUp;1;Free publicly accessible;47.477018, 9.494946;CHE;St. Gallen;;Rorschach;9400;Kirchstrasse 9;;;CCS Combo 2 Plug (Cable Attached);Direct;0;50.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Tiefgarage Stadthof Parkplatz 16/17 Schnellladesta""}, {""lang"": ""de"", ""value"": ""Tiefgarage Stadthof Parkplatz 16/17 Schnellladesta""}]";+41415101717;0;;;;;;0;
CH*ECUESRTZQPJN6UYP2ACLPU9CJKR9YQ;Available;CH*ECUESRTZQPJN6UYP2ACLPU9CJKR9YQ;CH*ECU;eCarUp;1;Free publicly accessible;47.249801, 9.16449;CHE;St. Gallen;;Ebnat-Kappel;9643;Trempel 2317;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Magazin Kraftwer Ktrempel AG""}, {""lang"": ""de"", ""value"": ""Magazin Kraftwer Ktrempel AG""}]";+41415101717;0;;;;;;0;
CH*ECUEL4B56RBE9JNRLUSDP2SA6PPZ6X;Available;CH*ECUEL4B56RBE9JNRLUSDP2SA6PPZ6X;CH*ECU;eCarUp;1;Free publicly accessible;47.386082, 9.655661;CHE;St. Gallen;;Diepoldsau;9444;Gemeindepl. 1;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkplatz 20""}, {""lang"": ""de"", ""value"": ""Parkplatz 20""}]";+41415101717;0;;;;;;0;
CH*ECUE2AJSJLNED9CAYC7ANHVBB3HA4X;Available;CH*ECUE2AJSJLNED9CAYC7ANHVBB3HA4X;CH*ECU;eCarUp;1;Free publicly accessible;47.182938, 9.461129;CHE;St. Gallen;;Grabs;9472;Werdenstrasse 85;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Aussenparkplatz links Grabs""}, {""lang"": ""de"", ""value"": ""Aussenparkplatz links Grabs""}]";+41415101717;0;;;;;;0;
